Name,Appearances
Professor Kilgory,1
Professor Todt,1
Prophet of Hate,1
Rita Worth,1
Roy Winters,1
Rufus King,1
Scarzi Bragg,1
Shiv,1
Sico Rudo,1
Snowball,1
Ted Young,1
Terdu,1
Thing from the Swamp,1
Tom Garrett,1
Vixen,1
Waxy Jordan,1
White,1
Yellow Claw,1
Zako,1
Zerhu,1
Abigail Varden,1
Ace Maxwell,1
Alvin Martinike,1
Am,1
Amazo,1
Arch Murdock,1
Arnold Ogley,1
Baxter,1
Bel Cummings,1
Bert and Ollie,1
Black Patch,1
Blackbeard,1
Calcium Master,1
Captain Storm,1
Crooner,1
Crusher,1
Cyclops,1
Danny Grogan,1
Doctor Feerce,1
Ed Fallon,1
Edmund Kenyon,1
Elena King,1
Elmer Bright,1
Ernest Parker,1
False Face,1
Fencing Master,1
Futura,1
George Munson,1
Headless Man,1
Homer Hamlen,1
House Killer,1
Irwin Hayes,1
Ivan the Sculptor,1
Jay Kelsey,1
John Drake,1
John Harriman,1
Jonathan Ware,1
Joshua Blaine,1
Joshua Crown,1
Julius Aaroni,1
King Cole,1
Larry Batten,1
Lucien Dennis,1
Lucille Kennedy,1
Lynch Mason,1
Mephisto,1
Mona Welles,1
Morla,1
Moudini,1
Myron Delasco,1
Ned Nestor,1
Noah Crane,1
Peter Blake,1
Peter Sazlo,1
Queen of Crime,1
Raymond Cartel,1
Robe,1
Rodney Adams,1
Roger Sharmine,1
Sardu the Mystic,1
Sensitivo,1
Silk Stocking Strangler,1
Simon Knell,1
Sonny Fenton,1
Spiderman,1
Steeley,1
Tom Hendricks,1
Tommy Wilkins,1
Tony Sloan,1
Trigger,1
Walt Neilson,1
Whiting,1
Abara and Cadabra,1
Acrobat,1
Andrew Webster,1
Baron Frankenstein,1
Benny Elton,1
Black Baron,1
Bruce Fearing,1
Catman,1
Corsair,1
D. Mencha,1
Ed Clements,1
Ed Sampson,1
Edgar Elliot,1
Elaine Clayton,1
Father Time,1
Gallery,1
Helen Hale,1
Henry Oliver,1
Hillary King,1
Hubert Humperdinck,1
Hyram Heale,1
Jack Jordan,1
Jade Nelson,1
Jane Newell,1
John J. Curtis,1
John Williamson,1
Joyce Clayton,1
Joyce Curtis,1
Kelsey Riordan,1
Kenneth Stanton,1
King Leer,1
Laughing Boy,1
Leonard Lajo,1
Lydia Kenny,1
Oracle,1
Oscar Tooley,1
Pirate Fletcher,1
Porky Potter,1
Professor Ramsey,1
Quentin Ford,1
Ralph Mortimer,1
Redcoat,1
Robert Newell,1
Ross Palmer,1
Roy Clark,1
Roy James,1
Sari Tartar,1
Sidney Onselm,1
Sidney Otis,1
Silas Stevens,1
Sparkles Labelle,1
Spectacles,1
Starra,1
Stillface,1
Sultan of Bangook,1
Sun Yat,1
Susan Dane,1
Thief of Bagdad,1
Tom Clayton,1
Vincent King,1
Waldo Evans,1
Walter Clark,1
White Flower,1
Yvette Bourbon,1
Zagana,1
Ace Turmbull,1
Alice Graham,1
Billy Glow,1
Black Patch,1
Blackbeard,1
Blackie Malkin,1
Bokk,1
Bowery Bennie,1
Bull Gresham,1
Canyon Pete,1
Cecil Babylon,1
Chester Berry,1
Curly,1
Damon Malone,1
David Larnum,1
Demarest Dodds,1
Denton Smith,1
Doctor Demise,1
Doctor Drearr,1
Doctor Macabre,1
Dora Scott,1
Durango the Killer,1
Ekho,1
Elistis Diggenwell,1
Eric Hodges,1
Eric Kesselwolfe,1
Frank Carver,1
Gambler,1
Georgie Jenkins,1
Granite Bandit,1
Henry Enwhistle,1
Hiram King,1
Horatio,1
Ignatius Fowler,1
Imp in the Violin,1
Jack Bartley,1
Jackie Starr,1
Jerry Malcom,1
Jester II,1
Jim Torrence,1
Joe Mallon,1
Joey Milton,1
John Harris,1
John Jacob Gilligan,1
Johnny Revere,1
Juan Luis Fernandez,1
Karlak,1
Killer,1
Kim Lewis,1
Lenora Moore,1
Luther McCoy,1
Magda Malone,1
Matador,1
Mister Zrr,1
Mort Morbid,1
Morton Muse,1
Narcissus,1
Nick Gaynor,1
Nick Iona,1
Omar and his Dummy,1
Peppo LaRue,1
Phil Brady,1
Prester Jim,1
Pretty Face Grimes,1
Professor Wagstaff,1
Red Coyote,1
Robert Dammer,1
Ronnie Dowell,1
Scotti Warren,1
Snake Wilson,1
Spade Brown,1
Squint Johnson,1
Swami Krishna,1
Tattler,1
Ted Sparks,1
Timmy Jordan,1
Torpedo Turner,1
Turtle,1
Tut-Ak-Mun,1
Whip Coady,1
Willie Flower,1
Andy Opp,1
Bardello,1
Baron,1
Borkor,1
Brain,1
Brain Monster,1
Calico Kid,1
Carl Tuesday,1
Daphne,1
Dizzy Daze,1
Doctor Dill,1
Dream Master,1
Ed Hugo,1
Fargo Kid,1
Harry S. Truman,1
Herman Dull,1
Iron Brain,1
John Dolan,1
John Harrington,1
Josh Mundy,1
Joya,1
Kulto,1
Leda,1
Lincoln Quantrell,1
Mantog,1
Mark Funny,1
Mike Roden,1
Nagorbu,1
Narvick,1
Oog,1
Professor Grimm,1
Prunella Hawkins,1
Red John,1
Samson,1
Satan,1
Scarecrow,1
Shuffler,1
Sigmund Adler,1
Space Monster,1
Squire Bones,1
Tod Sultan,1
Tolan,1
Vulture,1
Belle Raven,1
Brown Toad,1
Crooked Knife,1
Fox,1
Major Tyrell,1
Marvin Klee,1
Michael Templar,1
Ox,1
Professor Buffanoff,1
Professor Chalis,1
Red Wolf,1
Whip Wilson,1
Zoroba,1
Adonis,1
Black Cougar,1
Brag Beaver,1
Creeping Death,1
Flint Shearing,1
Franz Heinrich,1
Harry Snedly,1
Howling Wolf,1
Jerome Lenz,1
Jimmy Rogers,1
John Dark,1
Madame la Morte,1
Marquis de Lassus,1
Marvo,1
Mister Natas,1
Omar Khayam Rasch,1
Orion Rex,1
Ossawa,1
Phantom of Massacre Gulch,1
Phantom Rider,1
Professor Zorsky,1
Raoul Hamud,1
Serpent,1
Sylvia Corpo,1
Box of Doom,1
Demon from the Deep,1
Don Jose Del Iturbide,1
Jasper Sandstorm,1
Natchez Nate,1
Rhode,1
Simon Leech,1
Black Ogre,1
Devil of the Lagoon,1
Hatchet Haines,1
Marty Mallen,1
Numa,1
Rudy Rudolph,1
Shang-Ti,1
Terrance Logan,1
Tiger of Tokchon,1
Toto,1
Ukaki,1
Bloody Mary,1
Crow Kessler,1
Dan Carlisle,1
Dawn Star,1
Dean Prentiss,1
Doctor Markov,1
Elmer,1
Fang,1
Flame Witch,1
Gau,1
Ghost of the Antarctic,1
Green Dragon,1
Hangnam Hannah,1
Juan Dos Rios,1
Kativa,1
Killer,1
King Crocodile,1
Lupa Lupoff,1
Mad Dog Murdock,1
Mamalu,1
Maynard Murrel,1
Monster from the Deep,1
Professor Marko,1
Professor Zunbar,1
Queen of the Sub-Sea Realm,1
Red Poppy,1
Sandy Sandlin,1
Snake Fang,1
Spider God,1
Twist Staley,1
Zuko,1
Black Louie,1
Caesar of Crime,1
Chiga,1
Doctor Saturn,1
El Diablo,1
Flaming Spear,1
Guy de Montfort,1
Ice King,1
Mask of Doom,1
Mister Slade,1
Poison Arrow,1
White Face,1
Frank Yarrow,1
Silent Claw,1
Temujai,1
Thing,1
Barnaby Wade,1
Phantom Gunman,1
Sleepy Eyes,1
UFO,1
Gunsmoke Kid,1
Albert Poole,1
Alice Evans,1
Dragoom,1
Gor-Kill,1
Leslie Evans,1
Shagg,1
Bartholomew Harper,1
Charles J. Wentworth,1
Crawling Creature,1
Four-Armed Men,1
Glop,1
Glop,1
King Kobra,1
Kraa,1
Mike Fallon,1
The Bat,1
Torr,1
Aaron the Sorcerer,1
Aunt May,1
Bill Cooper,1
Blade Benson,1
Captain Corbett,1
Cyclops,1
Hopper Hertnecky,1
Jasker Jelko,1
Joe Cooke,1
John Blandings,1
Kusoom,1
Linda Brown,1
Mr. Marvel,1
Orville Jones,1
Sawyer,1
Slugger Sokolowski,1
Spade Desmond,1
Sylvia Blandings,1
Tumbling Turners,1
Uncle Ben,1
Victor Avery,1
Barracuda,1
Baxu,1
Black Knight,1
Bones,1
Carla Strange,1
Christensen,1
Chuck,1
Cyclops,1
Deep-Sea Fungus,1
Donald Jones,1
Eleonore Brant,1
Evans,1
Flame-Eater,1
General Fang,1
Ghazandi,1
Glitter,1
Golden Angel,1
Gregori,1
Grizzly Grogan,1
Jeanne,1
Jim,1
Korr,1
Kraglin,1
Lawrence Zaxton,1
Mento-Fish,1
Mick Bird,1
Mike,1
Mister Lightning,1
Molly Margaret McSnide,1
Nora Trask,1
Noto,1
Patten,1
Paul,1
Professor Ford,1
Siegel,1
Tele-fish,1
Thor Odinson,1
Thorn Trask,1
Whirlo Redlin,1
Ziegler,1
Ace Fenton,1
Charlie,1
Charlie,1
Cletus Hondo,1
Doctor Karlbad,1
George Grey,1
George Stonewell,1
Gotron,1
Hardol,1
Ho Lee,1
Horgon,1
Hunk Hondo,1
Jack,1
Kalthea,1
Lokar,1
Mirmir,1
Munnopor,1
Pamela,1
Parker,1
Perkins,1
Phantom Whose Touch Means Death,1
Punchy,1
Rivvak,1
Rocco,1
Rugga,1
Sam Scorpio,1
Second-Story Sammy,1
Sergi Amkov,1
Sigurd,1
Simms,1
Skagg,1
Skrang,1
Smathers,1
Smith,1
Stansky,1
Watcher of Sector 14X,1
Adams,1
Agent L,1
Bill,1
Bill Leonard,1
Brushnev,1
Charlie,1
Dave,1
Edam,1
Gogo,1
Gouda,1
Haakun,1
Hugo,1
Irving Cohen,1
Jim Baker,1
John H. Holliday,1
John Maxon,1
Kalya,1
Klaus Kruger,1
Koto,1
Lieutenant Colonel Pinkerton,1
Masquerader,1
Phil,1
Professor Jack,1
Schiller,1
Selma Geldberg,1
Sentinel 10,1
Sentinel 11,1
Sentinel 8-R,1
Sentinel A,1
Sentinel B,1
Sentinel C,1
Sentinel L,1
Slade Evans,1
Smith,1
Vladimir,1
Von Kimmer,1
Weasel Wills,1
Amtor the Unspeakable,1
Asti,1
Bill,1
Boswell,1
Brok,1
Captain America,1
Cartwright,1
Drom,1
Dunn,1
Galp,1
Grimgerda,1
J.W.,1
John Bronson,1
Leita,1
Logan,1
Mr. Hamilton,1
Ronald Rankin,1
Sam,1
Sentinel F,1
Tobe Levine,1
Tyr of the Blinding Blade,1
Waldo,1
Yen,1
Amalga-Beast,1
Bates,1
Boss,1
Bret Adams,1
Carole,1
Chuda,1
Drako,1
Ebeneezer Wallaby,1
Grak,1
Jerome Whale,1
Jim Evans,1
Joe,1
Les,1
Lightning Lord,1
Louis Browning,1
Mecho-Assassin,1
Miss King,1
Mr. Regal,1
Parkwell,1
Red-Bone,1
Rocky Rhodes,1
Slugger Sykes,1
Sulibeg,1
Thunderboot,1
Veritas,1
Wazir,1
Byron Frost,1
Dalton Gance,1
Demolisher,1
Don Heck,1
Gorgul,1
Heinrich von Ronstadt,1
Herbert Cholmondeley,1
Jake Malloy,1
John Buscema,1
Karl Fiers,1
Kor-Konn,1
Leviathan,1
Lord Nekron,1
Max,1
Maxwell Mordius,1
Metazoid,1
Miles von Croft,1
Ooru,1
Oracle,1
Paula Jackson,1
Roger Vane,1
Sandor,1
Solam,1
Supreme Hydra,1
Tir-Zarr,1
Tomazooma,1
Walter Lawson,1
Whitey Barton,1
6R,1
C6,1
Cat-Man,1
Cole Yorby,1
Cornelius Webb,1
Danad,1
Empress Daydra,1
Jacob Weiss,1
Jerry Larkin,1
Margaret Huff,1
Number 3,1
Number 5,1
Number 8,1
Number 9,1
Primitoid,1
Quor,1
R7,1
Slee,1
Super Sentry,1
Taxtor,1
Torger,1
Travis Hoyt,1
Wayde Garrison,1
Z2,1
Abarac,1
Agent A-14,1
Andreas Flec,1
Atha Williams,1
Black,1
Brodar,1
Chalo,1
Creighton McCall,1
Cyborg,1
Duane Wilson,1
Fred Jones,1
George Ashton,1
Jack Fury,1
Jerry Westman,1
Lynx,1
Mastermind,1
Myrmidon,1
Ralph Ryder,1
Silas Cragg,1
The Mercenary,1
The Overseer,1
The Wizard,1
Worta,1
Atali,1
Black Brother,1
Cerexo,1
Changers,1
Colossus,1
Duamutef,1
Foreman,1
Imset,1
Klark,1
Krystar,1
Mooneye,1
Obar,1
Opar,1
Operative 12,1
Pieter Altmann,1
Qebehsenuf,1
Taurus,1
Turalla,1
Wurta,1
Yag-Kosha,1
Yara,1
Agatha Timly,1
Agent Q,1
Armand Loring,1
Blue Talon,1
Demon of the Dark,1
Dominor,1
Duron,1
Elizabeth Ross,1
Gomar,1
Haukk,1
Hounds of Helios,1
Jim,1
Josiah Grey,1
Kalxor,1
Kathy Stewart,1
Kraawl,1
Kraig,1
Krylar,1
Mark Cephalos,1
Merro,1
Peter Parker,1
Pih-Junn,1
Rhodan,1
Robert Bruce Banner Jr.,1
Shanna,1
Tank,1
Ursa the Man-Bear,1
Ace,1
Aquon,1
Arnaa,1
Benjamin Grimm,1
Costeau,1
Dan,1
Elanna,1
Giao Endros,1
Gorein,1
Gregor,1
Grokko,1
Higila,1
Hobar,1
Holden Crane,1
Ibbar,1
Ichabod Rasputin,1
Jack Martin,1
Jalin,1
Jim Arsdale,1
John Silver,1
Jonathan Storm,1
Kabal,1
Karl Lubbings,1
Kavor,1
Kazantra,1
Kevin Kennerman,1
King Cycle,1
Krogg,1
Lord Ruthven,1
Mara,1
Mary Brown,1
Mikhal Oglu,1
Muthos,1
Ninox,1
Ocar,1
Orrek,1
Piskas,1
Ralph Sorrell,1
Randolph Dering,1
Rennar,1
Ruseef,1
Shabarr,1
Soja,1
Stegor,1
Susan Storm,1
Tanas,1
Things on Easter Island,1
Tremmidur,1
Tulayn,1
White Bow,1
Zapal,1
Zargus,1
Agent of Hell,1
Agent of the Realm Between,1
Arachne,1
Bufford Jones,1
Carolyn Schist,1
Chimu,1
Dane Gavin,1
Demetros,1
Duncan Corley,1
Eaglus,1
Heindrich von Wilhelm Innsbruck,1
Jake Mallard,1
Krato,1
Michael Pike,1
Mithra,1
Mortoid,1
Orville Smythe,1
Robert Fong,1
Scar Turpin,1
Sister Saint,1
Tuumar,1
Vivian Schist,1
Wilfred Noble,1
Zeneg,1
Agathon,1
Alhambra,1
Arnold Nicholson,1
Ashurbanipal,1
Bak,1
Chiroptera,1
Clete Brandon,1
Constantius,1
Cylla,1
Dack Derringer,1
Dansker,1
Delandra,1
Desinna,1
Doctor Kurarkill,1
Doomsman II,1
Edmond Winshed,1
Edward Culhaney,1
Eelar,1
Ehrthold,1
Father Aimes,1
Father of All Worlds,1
Gideon Blaine,1
Glissem,1
Grak,1
Gregor Rovik,1
Grithstane,1
Grond,1
Ivor,1
Jackson Hunter,1
Jakkelburr,1
Krieghund,1
Luis Dominquez,1
Marcios,1
Mokadi,1
Montgomery Ford,1
Mute,1
Omell,1
Paingloss,1
Quasar,1
Ralph McElroy,1
Rhaigor,1
Ricky Lambert Martinson,1
Sainte-Cloud,1
Salome,1
Sardanus,1
Shamash-Shum-Ukin,1
Soul-Beast,1
Steve Gerber,1
Tancredo Carezzi,1
Turhan Barim,1
Willie Dance,1
Zero,1
Zotarr,1
Arnold Krank,1
Assassin,1
Barry Windom,1
Bartolome,1
Berthold Sternberg,1
Brodag,1
Cosak,1
Count Macho,1
Curtis Ranklin,1
Cynthia,1
Ed Croesus,1
Emile Klout,1
Emory Lewis,1
Fire-Eyes,1
Gort,1
Grombar,1
Harold Paprika,1
Harold Windom,1
Hoenir,1
Holvar,1
Hugo Danner,1
Jeffrey Parks,1
Jorge Moat,1
Kerwin Kronus,1
Kirk Marston,1
Kronak,1
Lamilm Gor,1
Mako,1
Marr Gar,1
Michael Stevenson,1
Molecule Person,1
Mortag,1
Old Billy,1
"Oscar Kincaid, Jr.",1
Phelch,1
Protectroids,1
Roger Stephenson,1
Ruffio Costa,1
Scott Lawrence,1
Sheila Conklin,1
Skoval,1
Steel Harris,1
Stephen Marchesi,1
Steven Tyler,1
Symbionic Man,1
Trogg,1
Uri Geller,1
Version of the Molecule Man,1
Volcanus,1
Vulcan,1
Xavier Couture,1
Zartros,1
Abu Ho Dadi,1
Acrobat,1
Ali Wazoo,1
Archie Goodwin,1
Atlan,1
Beth Bleckley,1
Brokar,1
Cherise,1
Cyrus Vance,1
David Sorenson,1
Enok,1
Eric Sinkovitz,1
Eric Slaughter,1
Gideon Smith,1
Grondar,1
Harmony Killdragon,1
Ignatz Goldman,1
Jerry Moulinski,1
John Verpoorten,1
Krodar,1
Kurt Klemmer,1
Malice,1
Marion Martinet,1
Marv Wolfman,1
Mary Jo Duffy,1
Mercenary,1
Michelle Warkworth,1
Mon-Tog,1
Rupert Kemp,1
Sal Buscema,1
Sharman,1
Smasher,1
Strongman,1
Stryke,1
Thraxton,1
Tumbler,1
Warhawk,1
Wigid,1
Yeti,1
Alaric,1
Andrea Rodgers,1
Arthur Shaman,1
Arthur Thornhill,1
Askare,1
Bennet Barlow,1
Beta-Beast,1
Brother Honcho,1
Buckminster Fuller,1
Captain Delaney,1
Elli,1
Fahe,1
Frank,1
Glenn Reeper,1
Guardian,1
Helen,1
Helen Capshaw,1
Hijiri Sabuki,1
Hymir,1
Ingesteev,1
Ishanta,1
Jason Struthers,1
Jiru,1
John Wayne,1
Jonathan Hemlock,1
Julius,1
Kallara,1
Ken Astor,1
Kordazt,1
Logi,1
Malik,1
Manduu,1
Milandra,1
Mortimer Freebish,1
Observer XJ-17,1
Robert Smith,1
Sir Hogg,1
Sombra,1
Stanley R. Stanley,1
Sudd,1
Suzerain,1
Ten-For,1
Teresa Sue Bottoms,1
Thaddeus P. Longhorn,1
Thermatron,1
Tracy Warner,1
Wilson Travers,1
Zuni,1
Aeltri,1
Agent M,1
Asmodeus,1
Atlo,1
Basque,1
Brad Davis,1
Carbon,1
Charn,1
Chlorine,1
Count Barzon,1
Cybortrons,1
Daniel Ironwood,1
Demonio,1
Drexxon,1
Dwight Stanford,1
Ennis Tremellyn,1
Fia Lundstom,1
Grogarr,1
Hans Feldstadt,1
Hulk,1
Hy Torque,1
Jean Grey,1
Jeff Colt,1
Joseph Rambo,1
Karl Oheimer,1
Kemo,1
Marglar,1
Mazinger Z,1
Mrs. Worthington Ford III,1
Radium,1
Sherna,1
Thomas Agar,1
Vanadium,1
Vincent Charles,1
Xalxor,1
Addison Blackburn,1
Agent K,1
All-Devourer,1
Angelica Neal,1
Anu,1
Asmodiar,1
Barry Witherspoon,1
Belinda Bell,1
Bruiser,1
Casper Whimpley,1
Centauria,1
Centaurio,1
Charlie,1
Congressman Gundersen,1
David Wu,1
Doctor Chowder,1
Father Eisner,1
Father McFarland,1
Franklin Neal,1
Harry Dolenz,1
Harv,1
Harvey Farber,1
J.R. Van De Kalb,1
James Lardner,1
Jay DeMore,1
Jimmy Crawley,1
Kevin Kraller,1
K\u0101ne Milohai,1
Laurie Simpson Neal,1
Lord Aahmes,1
Marie Eisner,1
Marty,1
Mime,1
Mrs. Crosley,1
Muck Monster,1
Okonorote,1
Pamela Dean,1
Pinky Fusser,1
Ronga,1
Salvatore,1
Samuel T. Underwood,1
Savitra,1
Serpentyne,1
Status Quo,1
Thurgood Vance,1
Tornaga,1
Ulgen,1
Vincent Martinelli,1
Wani,1
Wazira,1
Zimmer,1
Accolon,1
Andrew Pauncholito,1
Archon,1
Barbaric,1
Blackbyrd,1
Bludgeoner,1
Bo Barrigan,1
Boom-Boom,1
Budan,1
Bull,1
Centauria,1
Compressor,1
Crom,1
Delia Childress,1
Devlunn,1
Doctor Kissick,1
Don,1
Edward Czerniak,1
Edward Stanford,1
Eugene Beaumont,1
Father Coza,1
George Clarendon,1
Glazier,1
Grimgerta,1
Hugo Lopez,1
Jack Baker,1
Jan,1
Leonard Spellman,1
Lisa Skye,1
Livilla,1
Marion Stensgard,1
Maurglon,1
Michael Baran,1
Milo Tindolini,1
Milton Meilicki,1
Morris Vance,1
Mulligan,1
Pendleton Asquint,1
Phillip Durant,1
Pyron,1
Ryak,1
Samson Scythe,1
Screamer,1
Seymour Marley,1
Sonny Tremont,1
Spinnerette,1
Tabicantra,1
Tarrax the Tamer,1
Theresa Cruz,1
Thibodaux Boudreaux,1
Thomas Arn,1
Transformer,1
Tybalt,1
Tyrone Owlsley,1
Abdul,1
Abner Abernathy,1
Adrian Turner,1
Ataros,1
Benazu,1
Brad Wolfe,1
Clothilde,1
Demiurge,1
Diane Lamarr,1
Donald Planet,1
Eblis,1
Emil Fontaine,1
Flea-Market Eating Flea,1
Gnit,1
Goblin,1
Hans Stryker,1
Henkor,1
Hoora,1
Hotei,1
Hotei Osho,1
Howard Bates,1
Joey Andrews,1
Jou-Jouka,1
Kareesh-Bek,1
Katsuyori,1
Leda Fontaine,1
Leila,1
Mack Stennet,1
Marak,1
Master Sniper,1
Mister Magic,1
Mister Mayhem,1
Mister Mind,1
Mister Muscles,1
Pariah,1
Plato,1
Rikky Keegan,1
Rodney Stack,1
Sally Fontaine,1
Sardeth,1
Solomus,1
Starky,1
Tattoo,1
Tim Alpert,1
Tony Rome,1
Uthar,1
William Darvin,1
Xenos,1
Albert Einstein,1
Alpha,1
Alyce Grimm,1
Alynn Chambers,1
Anne,1
Cary Grant,1
Dal Sendor,1
Daryl Kane,1
Dean Helm,1
Elata,1
Elsie Carson,1
Eye-Scream,1
Fyodor Dostoyevsky,1
Gorn,1
Hamir,1
Hank Jurgens,1
Helgi,1
Hrungnir,1
Iraina,1
Jergal Zadh,1
Jill,1
Marcy Stryker,1
Mark,1
Obnoxio the Clown,1
Orrick Rallison,1
Peter Bristow,1
Roc of Lemuria,1
Samuel Clemens,1
Sebastian Towers,1
Svin,1
Taurus,1
Xanthes,1
Xeon,1
Akiro,1
Anne Drake,1
Aslak,1
Aven,1
Cheiros,1
Cloud-Rider,1
Crimson Ash,1
Dragon,1
Ephraim Soles,1
Eric Willis,1
Grolf,1
Growler,1
Hakon,1
Heyatt,1
Horvald,1
Hounds of the Hunter,1
Jacob Vandernet,1
Jakka,1
Johnny Jerome,1
Kylus,1
Matt Slade Jr.,1
Michael Keane,1
Nancy Reagan,1
Nestor,1
Ozel,1
Ramin,1
Reuben Davis,1
Saga,1
Solveig,1
Throgg,1
Thrunhild,1
Tony Falcone,1
Treefern,1
Victor Kreeger,1
Water Elemental,1
Zalme,1
Adrian Castorp,1
Ahmad Azis,1
Arnold Perril,1
Astrid,1
Binder,1
Bounty Hunter,1
Buford Hightower,1
Campbell,1
Captain Mansfield,1
Caveman,1
Chava Prydeman,1
Commuter,1
Cooley,1
Cossack,1
Daniel Shepard,1
Darlene Dunderbeck,1
Doctor Anderson,1
Doctor Don,1
Dutta,1
Filene Abdol,1
Gerd,1
Gothog,1
Gulka,1
Harpy,1
Henry Joem,1
Horth,1
Hubert St. Johns,1
Illyrie,1
Ilse Pterigil,1
Incandescent Man,1
Jake Jones,1
Jamala,1
Janet Darling,1
Jon Morse,1
Josie Beller,1
Joss Kincaid,1
Julius Akerman,1
Kwill,1
Laios,1
Lucy,1
Mike Stone,1
Mjnari,1
Ms. Welsh,1
Ray,1
Robert Hanson,1
Rowden Piper,1
Salome Abdol,1
Samuel Prydeman,1
SecBots,1
Sheila Hanson,1
Skottie Hightower,1
Soundscream,1
Swami Riba,1
Terry Hightower,1
Tyreseus,1
Voltor,1
William Puceanu,1
Ahmet,1
Ali-Ben Ar,1
Argos,1
Arthur Allan Smith,1
Bandrhude,1
Barry Foxxe,1
Bitterhorn,1
Brendon Clark,1
Burka,1
Capricorn,1
Capriole,1
Carlo Cervello,1
Ceci Ryder,1
Col\u00e0brun,1
Cuidador,1
Damos,1
Fagan,1
Frisky Martin,1
George Banway,1
Giles McHeath,1
Grungnir,1
Jack Hollinster,1
Jack Ventura,1
Jamal,1
Jonas Hardraker,1
Kezan Val,1
King Thamos,1
Larry Bodine,1
Lugner,1
Mario Castiglione,1
Miri,1
Mister Clean,1
Morton Erg,1
Myrrhot,1
Naomi,1
Old Troll,1
Park Prowler,1
Richard Salmons,1
Riglevio,1
Sheila Ramsey,1
Speedo,1
Tanjaar,1
Tyrone,1
Varthog,1
William Blake,1
Wolfgang Heinrich,1
Yurthagg,1
Yvon Berse,1
A. Summers,1
Adap-Tor,1
Agent Crock,1
Alice Larkin,1
Arnold Kaminsky,1
Avian,1
Bert Hindle,1
Billy Wheeler,1
Bitterhand,1
Cholly,1
Conal,1
Crawler,1
Daillus,1
Doktor Schwartz,1
Edward Williams,1
Erlik Khan,1
False Titania,1
False Wrecker,1
Garbage Man,1
Gerhard van Ostamgen,1
Gerhart,1
Girthrrud,1
Gregory Dunbar,1
Gustave Roch Uderzo,1
Gyrk,1
Harold,1
Howie Bridger,1
Inger Sullivan,1
Iron Shanks,1
Isabel Bunsen,1
Jobeth Tucker,1
Leiko Tan,1
Lethbridge-Stewart,1
Light,1
Lumberjack,1
Mary Lynn Norfolk,1
My sweet,1
Nancy Sekido,1
Paris Seville,1
Preserver,1
Raek,1
Sephra,1
Shannon,1
Shem,1
Simon LaGrange,1
Slasher,1
Slider,1
Snotri,1
Tar-Rell,1
Targo,1
Tom Byrnes,1
Trixter,1
Vaalu,1
Vanna Herald,1
Wheeler,1
Whitmore,1
William Perry,1
Xanja,1
Abrams,1
Adam Peters,1
Alistair Koch,1
Alvin Barnes,1
Arioch,1
Arthur Adams,1
Baker,1
Banapur Khan,1
Baskin,1
Big Top,1
Billy Cassady,1
Burron,1
Butcher T. Washington,1
Campbell,1
Civit,1
Clay Quartermain,1
Cold War,1
Dave of Santa Monica,1
Defiler,1
Dewey,1
Dieter Steinhauer,1
Don Johnson,1
Eddie,1
El Caiman,1
Elyse Nelson,1
Emilio Layton,1
Fantomask,1
Frank,1
Glynis Oliver,1
Hank,1
Horace Grabsheid,1
Hystrix,1
Intuition,1
Irving Wattle,1
Jack Rollins,1
Jacob Roark,1
Jan van Slambrouck,1
Johnny,1
Jonas Fugard,1
Kate Neville,1
Leonid Dubroski,1
Madelyn Arnstein,1
Mary van Slambrouck,1
Masumi,1
Meg,1
Michael J. Fox,1
Moise Bomvana,1
Mollo,1
Ndebele,1
Nicholas Benson,1
Norm Seeger,1
P.J. James,1
Ralph van Slambrouck,1
Rebecca Littlehale,1
Rebecca McNeil,1
Reiko,1
Reynardo,1
Richard Obadiah Johnston,1
Roarke,1
Robert Harras,1
Robert Wiacek,1
Royce Nero,1
Rutger von Bokhoven,1
Ruth Cassady,1
Ruthar,1
Scatterbrain,1
Sheriff Oakley,1
Sidney Levine,1
Sight,1
Sir Gote,1
Sir Ursus,1
Smell,1
Sound,1
Speedo,1
Tama Janowitz,1
Taste,1
Ted Larkin,1
Thompson,1
Tina Sanchez,1
Tom Orzechowski,1
Touch,1
Tyr,1
Val-Or,1
Vanna White,1
Vladimir Zaitsev,1
Wes Cassady,1
Wesley Werner,1
Wilbur Wycombe,1
Winston Kranpuff,1
Winters,1
Zipper,1
Zoga,1
Aalbort,1
Abner,1
Agent 5,1
Aldo Zane,1
Altjira,1
Amanda Fallows,1
Amber D\u2019Alexis,1
Anthos,1
Aristis,1
Azunbulxibar,1
Balaal,1
Baldric,1
Banjo,1
Barber,1
Beverly Strange,1
Boomer,1
Buzzsaw,1
Cadaver,1
Carol Rayne,1
Coal,1
Colin Richard,1
Colonel Okada,1
Crab,1
Damon Joquez,1
Dexter Rayne,1
Egghead,1
Eldred,1
Ellie Jones,1
Epititus,1
Executioner,1
Feathered Felon,1
Ferret,1
Gallon,1
Georgie,1
Glimda,1
Gormagga Kraal,1
Gregory Smoot,1
Gretchen Carrenna,1
Haaken,1
Harkonin,1
Inoshiro Kondo,1
Jak,1
Kamara,1
Kerjos,1
Klytus,1
Larrs,1
Lightning Bug,1
Madeline Reznek,1
Malone,1
Manuel Diego,1
Michael,1
Mike Ivy,1
Minnow,1
Mohawk,1
Mussels,1
Nikolai Mordo,1
Ossem,1
Panther,1
